0,-0.74 ,0.00 ,-0.01 
0.025,-0.74 ,-0.08 ,-0.02 
0.05,-0.74 ,-0.02 ,-0.03 
0.075,-0.74 ,-0.08 ,-0.02 
0.1,-1.11 ,0.00 ,-0.18 
0.125,-1.72 ,-0.07 ,-0.46 
0.15,-2.22 ,0.07 ,-0.65 
0.175,-2.25 ,-0.12 ,-0.71 
0.2,-2.96 ,0.06 ,-0.95 
0.225,-3.67 ,-0.08 ,-1.27 
0.25,-4.44 ,0.04 ,-1.53 
0.275,-4.06 ,-0.08 ,-1.47 
0.3,-5.57 ,0.01 ,-1.53 
0.325,-4.06 ,-0.08 ,-1.47 
0.35,-6.23 ,-0.01 ,-2.29 
0.375,-5.76 ,-0.04 ,-2.18 
0.4,-7.75 ,-0.06 ,-2.90 
0.425,-8.80 ,-0.13 ,-3.35 
0.45,-8.53 ,-0.14 ,-3.22 
0.475,-8.80 ,-0.13 ,-3.35 
0.5,-9.73 ,-0.14 ,-3.66 
